#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;x
#########################################;;;;;;;;;;;x
#  Division Description                  ;;;;;;;;;;;x
#########################################;;;;;;;;;;;x
NAME_DESTROYER;Destroyers;Destroyers;Cacciatorpediniere;Destructores;Zerstörer;Niszczyciel;;Ýñìèíöû;;;x
NAME_CARRIER;Carrier;Porte-avions;Portaerei;Portaaviones;Flugzeugträger;Lotniskowiec;;Àâèàíîñåö;;;x
NAME_SUBMARINE;Submarines;Sous-marins;Sottomarino;Submarinos;U-Boote;Okrêt podwodny;;Ïîäâ. ëîäêè;;;x
NAME_TRANSPORT;Transports;Transports;Trasporto navale;Transportes;Transporter;Transportowiec;;Òðàíñïîðòû;;;x
NAME_FLYING_BOMB;Flying Bomb;Bombes volantes;Bomba volante;Bomba vol.;Flugbombe;Lataj¹ca bomba;;Ñàìîëåò-ñíàðÿä;;;x
NAME_FLYING_ROCKET;Strategic Rocket;Fusées;Razzo;Cohete;Rakete;Rakieta niekierowana;;ÁÐÌÄ;;;x
NAME_BALLISTIC_MISSILE;Missile;Missiles;Missile;Misil;Rakete;Rakieta balistyczna;;ÁÐÑÄ;;;x
NAME_ICBM;ICBM;ICBM;Missile intercontinental;ICBM;ICBM;ICBM;;ÌÁÐ;;;x
NAME_ARTILLERY;Artillery Brigade;Brigade d’artillerie;Brigata artiglieri;Brigada artilleros;Artilleriebrigade;Artyleria;;Àðòèëëåð. áðèãàäà;;;x
NAME_SP_ARTILLERY;Self-Propelled Artillery;Artillerie AM;Artiglieria a propulsione;Artillería autopropulsada;Selbstangetrieb. Artillerie;Artyleria samobie¿na;;ÑÀÓ;;;x
NAME_ROCKET_ARTILLERY;Rocket Artillery;Lance-roquettes;Lanciamissili;Artillería lanzacohetes;Raketenartillerie;Artyleria rakietowa;;Ðåàêòèâíàÿ àðòèëëåðèÿ;;;x
NAME_SP_ROCKET_ARTILLERY;Self-Propelled Rocket Artillery;Lance-roquettes AM;Artiglieria lanciamissili a propulsione;Artillería lanzac. autopropulsada;Selbstangetrieb. Raketenartillerie;Samobie¿na artyleria rakietowa;;Ðåàêòèâíàÿ ÑÀÓ;;;x
NAME_TANK_DESTROYER;Tank Destroyer;Chasseur de chars;Distruttore di carro;Cazacarros;Jagdpanzer;Niszczyciel czo³gów;;Ïðîòèâîòàíêîâàÿ ÑÀÓ;;;x
NAME_HEAVY_ARMOR;Heavy Armored;Blindé lourd;Corazzato pesante;Blindada pesada;Schwere Panzer;Ciê¿ki czo³g;;Òÿæåë. òàíê. äèâèçèÿ;;;x
NAME_SUPER_HEAVY_ARMOR;Super Heavy Armored;Blindé ultra lourd;Corazzato ultra-pesante;Blindada superpesada;Superschwere Panzer;Bardzo ciê¿ki czo³g;;Ñâåðõòÿæ. òàíê. äèâèçèÿ;;;x
NAME_ARMORED_CAR;Armored Car;Véhicule blindé;Vetture corazzate;Vehículo blindado;Panzerwagen;Pojazd pancerny;;Áðîíåâèê;;;x
NAME_POLICE;Police;Police;Polizia;Policía;Polizei;Policja;;Ïîëèöèÿ;;;x
NAME_ANTITANK;Anti-tank Brigade;Brigade antichar;Brigata anticarro;Brigada anticarro;Panzerabwehrbrigade;Brygada przeciwpancerna;;Ïðîòèâîò. áðèãàäà;;;x
NAME_ANTIAIR;Anti-aircraft Brigade;Brigade DCA;Brigata contraerea;Brigada antiaérea;Flugabwehrbrigade;Brygada przeciwlotnicza;;Çåíèòíàÿ áðèãàäà;;;x
NAME_ENGINEER;Engineer Brigade;Brigade de génie;Brigata genieri;Brigada ingenieros;Pionierbrigade;Brygada in¿ynieryjna;;Èíæåíåðíàÿ áðèãàäà;;;x
NAME_CAS;Close Air Support;Bombardier en piqué;Supporto aereo ravvicinato;Apoyo aéreo proxim.;Sturzkampfbomber;Bezpoœrednie wsparcie z powietrza;;Øòóðìîâèêè;;;x
NAME_CAG;Carrier Air Group;Escadrille aéro-navale;Squadroni aerei in dotazione alle portaerei;Grupo aeronaval embarcado;Flugzeugträgerstaffel;Lotnicza grupa pok³adowa;;Àâèàíîñíàÿ ãðóïïà;;;x
NAME_ESCORT_CARRIER;Light Carrier;Porte-avions léger;Portaerei Leggere;Portaaviones ligero;Geleitträger;Lekki lotniskowiec ;;Ëåãêèé àâèàíîñåö;;;x
NAME_NUCLEAR_SUBMARINE;Nuclear Submarine;Sous-marin nucléaire;Sottomarino Nucleare;Submarino nuclear;Atom Uboot;Atom. okr. podw.;;Àòîìíàÿ ïîäëîäêà;;;x
#;;;;;;;;;;;x
NAME_NAVAL_ASW;ASW;Lutte anti-sous-marine;Anti Sommergibili;ASW;UAW;ZOP;Guerra Anti-Submarina;ÏËÎ;;;x
NAME_NAVAL_ANTI_AIR_S;Anti Air;Défense contre aéronefs;Antiaerea;Antiaéreo;Flugabwehrkanonen;P-lot;Anti Aérea;ÏÂÎ;;;x
NAME_NAVAL_RADAR_S;Radar;Radar;Radar;Radar;Radar;Radar;Radar;ÐËÑ;;;x
NAME_NAVAL_FIRE_CONTROLL_S;Fire Control;Système de visée;Controllo del Tiro;Control de fuego;Feuerleitanlage;Kierowanie Ogniem;Controle de Tiro;ÑÓÎ;;;x
NAME_NAVAL_IMPROVED_HULL_S;Improved Hull;Coque améliorée;Scafo Corazzato;Casco mejorado;Verbesserter Rumpf;Ulepszony Kad³ub;Casco Melhorado;Óëó÷ø. êîðïóñ;;;x
NAME_NAVAL_TORPEDOES_S;Torpedoes;Torpilles;Siluri;Torpedos;Torpedos;Torpedy;Torpedos;Òîðïåäû;;;x
NAME_NAVAL_ANTI_AIR_L;Capital Anti Air;Défense contre aéronefs de navire amiral;Antiaerea per nave principale;Antiaéreo Grandes Buques;Großkampfschiffsflugabwehr;P-lot Okrêtów G³ównych;Anti Aérea Maior;ÏÂÎ êðóïí. êîðàáëåé;;;x
NAME_NAVAL_RADAR_L;Capital Radar;Radar de navire amiral;Radar per nave principale;Radar Grandes Buques;Großkampfschiffsradar;Radar Okrêtów G³ównych;Radar Maior;ÐËÑ;;;x
NAME_NAVAL_FIRE_CONTROLL_L;Capital Fire Control;Système de visée de navire amiral;Controllo del Tiro per nave principale;Control de fuego Grandes Buques;Großkampfschiffsfeuerleitanlage;Kierowanie Ogniem Okrêtów G³ównych;Controle de Tiro Maior;ÑÓÎ êðóïí. êîðàáëåé;;;x
NAME_NAVAL_IMPROVED_HULL_L;Capital Improved Hull;Coque améliorée de navire amiral;Scafo Corazzato per nave principale;Casco mejorado Grandes Buques;Verbesserter Großkampfschiffrumpf;Ulepszony Kad³ub Okrêtów G³ównych;Casco Melhorado Maior;Óëó÷ø. êîðïóñ êðóïí. êîðàáëåé;;;x
NAME_NAVAL_TORPEDOES_L;Capital Torpedoes;Torpilles de navire amiral;Siluri per nave principale;Torpedos Grandes Buques;Torpedos für Großkampfschiff;Torpedy Okrêtów G³ównych;Torpedos Maior;Òîðïåäû êðóïí. êîðàáëåé;;;x
NAME_NAVAL_MINES;Sea Mines;Mines marines;Mine Navali;Minas marinas;Seeminen;Miny Morskie;Minas Marinhas;Ìîðñêèå ìèíû;;;x
NAME_NAVAL_SA_L;Secondary Armament;Armement secondaire;Armamento Secondario;Armamento secundario;Sekundärbewaffnung;Artyleria Œrednia;Armamento Secundário;Äîïîëíèòåëüíîå âîîðóæåíèå;;;x
NAME_NAVAL_SPOTTER_L;Capital Spotter;Avion de reconnaissance sur navire amiral;Ricognitore per nave principale;Visor Grandes Buques;Großkampfschiffsaufklärer;Rozpoznanie dla Okrêtów G³ównych;Observador Maior;Ñàìîë¸ò-ðàçâåä÷èê;;;x
NAME_NAVAL_SPOTTER_S;Spotter;Avion de reconnaissance;Ricognitore;Visor Grandes Buques;Aufklärer;Rozpoznanie;Observador;Ñàìîë¸ò-ðàçâåä÷èê;;;x
#;;;;;;;;;;;x
NAME_B_U1;Light Carrier Air Group;Groupe aérien embarqué léger;Gruppo Aereo per portaerei leggere;Grupo aéreo portaaviones ligero;Leichte Flugzeugträgerfluggruppe;Lekka Lotnicza Grupa Lotniskowcowa;Esquadrilha de Porta-Aviões Leve;Àâèàãðóïïà ëåãêîãî àâèàíîñöà;;;x
NAME_B_U2;Capital Ship Nuclear Propulsion;Propulsion nucléaire de navire amiral;Propulsione Nucleare per nave principale;Propulsión nuclear Grandes Buques;Atomarer Großkampfschiffsantrieb;Si³ownia J¹drowa Okrêtów G³ównych;Propulsão Nuclear de Navios Maiores;ßäåðíûé ðåàêòîð êðóïí. êîðàáëåé;;;x
NAME_B_U3;Screening Ship Nuclear Propulsion;Propulsion nucléaire de navire d'escorte;Propulsione Nucleare per navi da protezione;Propulsión nuclear naves de escolta;Atom Unterstützungsschiffsantrieb;Si³ownia J¹drowa Okrêtów Os³ony;Propulsão Nuclear de Navios Menores;ßäåðíûé ðåàêòîð êîðàáëåé îõðàíåíèÿ;;;x
NAME_B_U4;Railway Artillery;Artillerie ferroviaire;Artiglieria Ferroviaria;Artillería de ferrocarril;Eisenbahngeschütze;Artyleria Kolejowa;Artilharia Ferroviária;Æ/Ä àðòèëëåðèÿ;;;x
NAME_B_U5;Assault Gun;Canon d'assaut;Cannone d'assalto;Cañón de asalto;Sturmgeschütz;Dzia³o Szturmowe;Arma de Assalto;Øòóðìîâàÿ âèíòîâêà;;;x
NAME_B_U6;Camouflage and Smoke Launcher Equipment;Camouflage et lance fumée;Mimetizzazione e Fumogeni;Equipamiento de camuflaje y lanzamiento de humo;Tarnungs und Nebelwerfer Ausrüstung;Kamufla¿ i Wyrzutnie Granatów Dymnych;Equipamentos de Camuflagem e Lançador de Fumaça;Ñðåäñòâà ìàñêèðîâêè è äûìîâàÿ çàâåñà;;;x
NAME_B_U7;Motorised Engineers;Motorised Engineers;Motorised Engineers;Motorised Engineers;Motorisierte Ingenieure;Motorised Engineers;Motorised Engineers;Motorised Engineers;;;x
NAME_B_U8;Trucks;Trucks;Trucks;Trucks;LKW;Trucks;Trucks;Trucks;;;x
NAME_B_U9;;;;;;;;;;;x
NAME_B_U10;;;;;;;;;;;x
NAME_B_U11;;;;;;;;;;;x
NAME_B_U12;;;;;;;;;;;x
NAME_B_U13;;;;;;;;;;;x
NAME_B_U14;;;;;;;;;;;x
NAME_B_U15;;;;;;;;;;;x
NAME_B_U16;;;;;;;;;;;x
NAME_B_U17;;;;;;;;;;;x
NAME_B_U18;;;;;;;;;;;x
NAME_B_U19;;;;;;;;;;;x
NAME_B_U20;;;;;;;;;;;x
#;;;;;;;;;;;x
SNAME_ARTILLERY;Art;Art;A;Art;Art.;Art.;;Àðò.;;;x
SNAME_SP_ARTILLERY;SP Art;Art. AM;Art AP;Art APr;Art.(Sfl);Art. s-b.;;ÑÀÓ;;;x
SNAME_ROCKET_ARTILLERY;R Art;Art. R;Art L;Art LCo;RW;Art. rak.;;ÐÑÇÎ;;;x
SNAME_SP_ROCKET_ARTILLERY;SP R Art;Art. R AM;Art S L;A LCo APr;RW(Sfl);S-b. art. rak.;;Ñàì.ÐÑÇÎ;;;x
SNAME_TANK_DESTROYER;SP AT;AC AM;AC S;CCa APr;Jgd.Pz.;Niszcz. cz.;;ÑõÏÒÎ;;;x
SNAME_LIGHT_ARMOR_BRI;L-A;B-L;B-L;Bli Lig;L. Pz;L. Cz.;;Ë.ÁÒ.;;;x
SNAME_HEAVY_ARMOR;H Arm;Blind. Ld;Cor P;Bli P;Schw. Pz.;C. cz.;;Ò.Òàíê.;;;x
SNAME_SUPER_HEAVY_ARMOR;SH Arm;Blind. ULd;Cor UP;Bli SPe;Superschw. Pz;B.c. cz.;;Ñâò.Òàíê.;;;x
SNAME_ARMORED_CAR;AC;V bl.;AC;Veh bli;Pz.Sp.Wg.;P.p.;;ÁÀ;;;x
SNAME_ANTITANK;AT;(AC);AC;ACa;Pz.Abw.;P-panc.;;ÏÒÎ;;;x
SNAME_ANTIAIR;AA;(DCA);CA;AA;Fl.Abw.;P-lot.;;ÏÂÎ;;;x
SNAME_ENGINEER;Eng;(Génie);G;Ing;Pio.;In¿.;;Èíæ.;;;x
SNAME_POLICE;Pol;Pol.;Pol;Pol;Polizei;Pol.;;Ïîëèö.;;;x
SNAME_CAS;CAS;BEP;CAS;AAP;Stuka;CAS;;Øòóðì.;;;x
SNAME_CAG;CAG;EAN;CAG;GAE;Trägerst.;CAG;;ÀÓÃ;;;x
SNAME_INFANTRY;Inf;(Infanterie);Fan;Inf;Inf.;Piech.;;Ïåõ.;;;x
SNAME_CAVALRY;Cav;(Cav.);Cav;Cab;Kav.;Kaw.;;Êàâ.;;;x
SNAME_MOTORIZED;Mot;(Inf. mot.);Mot;Mot;Mot.;Zmot.;;Ìîò.;;;x
SNAME_MECHANIZED;Mec;(Inf méca.);Mec;Mec;Mech.;Zmech.;;Ìåõ.;;;x
SNAME_LIGHT_ARMOR;L Arm;Blindé Lg.;Cor L;Bli L;le.Pz.;L. cz.;;Ë.Òàíê.;;;x
SNAME_ARMOR;Arm;Bl.;Cor;Bli;Pz.;Cz.;;Òàíê.;;;x
SNAME_PARATROOPER;Par;(Paras);Par;Par;FJ;Spad.;;ÂÄÂ;;;x
SNAME_MARINE;Mar;(Amph.);Mar;Mar;Mar.;Mor.;;Ìîð.ïåõ.;;;x
SNAME_BERGSJAEGER;Mtn;(inf. Alp.);Alp;Mon;Geb.;Gór.;;Ãîðí.;;;x
SNAME_GARRISON;Gar;Gar;Pres;Gua;Garn.;Gar.;;Ãàðí.;;;x
SNAME_HQ;HQ;QG;QG;EM;HQ;HQ;;Øòàá;;;x
SNAME_INTERCEPTOR;Int F;C int.;C Int;Ca Int;AJ;Myœl. przechw.;;Ïåðåõâ.;;;x
SNAME_MULTI_ROLE;MRF;Cha.;Fig;Ca;MZJ;Myœl.;;Èñòð.;;;x
SNAME_ESCORT;Esc F;C. esc;C Sc;Ca Esc;BJ;Myœl. esk.;;Èñòð.ñîïð.;;;x
SNAME_STRATEGIC_BOMBER;Str;(Bom. strat.);Str;Est;Str. Bomber;Strat.;;Ñòð.áîìá.;;;x
SNAME_TACTICAL_BOMBER;Tac;(Bomb tac.);Tat;Tác;Tak. Bomber;Takt.;;Òàê.áîìá.;;;x
SNAME_NAVAL_BOMBER;Nav;(Bom. nav.);Nav;Nav;MaBo;Okr.;;Ìîð.áîìá.;;;x
SNAME_TRANSPORT_PLANE;Tra;(Av. transp.);Trs;A Tra;Transp.;Trn.;;Àâèàòð.;;;x
SNAME_BATTLESHIP;BB;(Cuir.);CO;Aco;Schlachts.;BB;;Ëèíê.;;;x
SNAME_CRUISER;CA;(Croiseur);IN;Cru;Kreuzer;CA;;Êð.;;;x
SNAME_LIGHT_CRUISER;CL;CA;IL;Cru L;le.Kr.;CL;;Ë.Êð.;;;x
SNAME_HEAVY_CRUISER;CA;BEP;IN;Cru P;Schw.Kr.;CA;;Ò.Êð.;;;x
SNAME_BATTLECRUISER;BC;CC.;IN G;Cru Bat;Schlachtkr.;BC;;Ëèí.Êð.;;;x
SNAME_DESTROYER;DD;(Destr.);CT;Des;Zerstörer;DD;;Ýñì.;;;x
SNAME_CARRIER;CV;(Porte-av.);PA;PAv;Träger;CV;;Àâèàí.;;;x
SNAME_SUBMARINE;SS;(S-M);SM;Sub;SS;SS;;Ñóáì.;;;x
SNAME_TRANSPORT;TP;(Cargo);TR;B Tra;TP;TP;;Òðàíñï.;;;x
SNAME_FLYING_BOMB;V1;(V1);V1;V1;V1;V1;;Ôàó-1;;;x
SNAME_FLYING_ROCKET;V2;(V2);V2;V2;V2;V2;;Ðàêåòà;;;x
SNAME_MILITIA;Mil;(Milice);Mil;Mil;Miliz;Boj.;;Îïîë÷.;;;x
SNAME_NUCLEAR_SUBMARINE;SSN;SSN;SSN;Sub Nucl;SSN;SSN;;ÀÏË;;;x
SNAME_ESCORT_CARRIER;CVL;CVL;CVL;Portaav L;CVL;CVL;;Ëåãê. àâèàíîñåö;;;x
#;;;;;;;;;;;x
SNAME_NAVAL_ASW;ASW;ASM;A/S;ASW;UAW;ZOP;GAS;ÏËÎ;;;x
SNAME_NAVAL_ANTI_AIR_S;AA;DCA;AA;AA;FlaK;P-lot;AA;ÏÂÎ;;;x
SNAME_NAVAL_RADAR_S;RA;Radar;Radar;RA;Radar;Radar;RA;ÐËÑ;;;x
SNAME_NAVAL_FIRE_CONTROLL_S;FC;Sys. visée;Ctrl.Tiro;FC;FLA;Kier. Ogniem;CT;ÑÓÎ;;;x
SNAME_NAVAL_IMPROVED_HULL_S;IH;Coque;Scafo;IH;Verb. Rumpf;U. Kad³ub;CM;ÓÊ;;;x
SNAME_NAVAL_TORPEDOES_S;TM;Torp.;Siluri;TM;Torp.;Torp.;TORP;ÒÎÐÏ;;;x
SNAME_NAVAL_ANTI_AIR_L;AA;DCA;AA;AA;GKS-FlaK;P-lot G³.;AAC;ÏÂÎ;;;x
SNAME_NAVAL_RADAR_L;RA;Radar;Radar;RA;GKS-Radar;Radar G³;RAC;ÐËÑ;;;x
SNAME_NAVAL_FIRE_CONTROLL_L;FX;Sys. visée;Ctrl.Tiro;FX;GKS-FLA;Kier. Ogniem G³.;CTC;ÑÓÎ;;;x
SNAME_NAVAL_IMPROVED_HULL_L;IH;Coque;Scafo;IH;Verb. GKS-Rumpf;U. Kad³ub G³.;CMC;ÓÊ;;;x
SNAME_NAVAL_TORPEDOES_L;TM;Torp.;Siluri;TM;GKS-Torp.;Torp. G³.;TRPC;ÒÎÐÏ;;;x
SNAME_NAVAL_MINES;SM;Mines Mar.;Mine;SM;SM;Miny;MM;ÌÌ;;;x
SNAME_NAVAL_SA_L;SA;Arm. Sec.;Arm.Sec.;SA;SA;Art. Œr.;AS;ÄÂ;;;x
SNAME_NAVAL_SPOTTER_L;SP;Recon. Amir.;Ric.;SP;SP;Rozp. G³.;OBSC;ÑÐ;;;x
SNAME_NAVAL_SPOTTER_S;SP;Recon.;Ric.;SP;SP;Rozp.;OBS;ÑÐ;;;x
#;;;;;;;;;;;x
SNAME_B_U1;LCAG;GAEL;CAG-L;LCAG;LCAG;LLGL;EPAL;ËÀÓÃ;;;x
SNAME_B_U2;NU;PN Amir.;Pr.Nucl.;NU;NU;SJ G³.;PNNC;ßÝÓ;;;x
SNAME_B_U3;NU;PN Esc.;Pr.Nucl.;NU;NU;SJ;PNNM;ßÝÓ;;;x
SNAME_B_U4;RAIL;Arti. Ferrov.;Art-F;RAIL;E.Art;Art. Kolej.;AF;ÆÄÀ;;;x
SNAME_B_U5;AG;Can. Assaut;C.Ass.;AG;AG;Dz. Szturm.;ARMA;ØÎ;;;x
SNAME_B_U6;CAM;Camouflage;Mime.;CAM;Tarn;Kamufla¿;ECLF;ÌÀÑ;;;x
SNAME_B_U7;M.Eng;M.Eng;M.Eng;M.Eng;M.Eng;M.Eng;M.Eng;M.Eng;;;x
SNAME_B_U8;MOT;MOT;MOT;MOT;MOT;MOT;MOT;MOT;;;x
SNAME_B_U9;;;;;;;;;;;x
SNAME_B_U10;;;;;;;;;;;x
SNAME_B_U11;;;;;;;;;;;x
SNAME_B_U12;;;;;;;;;;;x
SNAME_B_U13;;;;;;;;;;;x
SNAME_B_U14;;;;;;;;;;;x
SNAME_B_U15;;;;;;;;;;;x
SNAME_B_U16;;;;;;;;;;;x
SNAME_B_U17;;;;;;;;;;;x
SNAME_B_U18;;;;;;;;;;;x
SNAME_B_U19;;;;;;;;;;;x
SNAME_B_U20;;;;;;;;;;;x
#;;;;;;;;;;;x
SDESC_INFANTRY;Infantry Division;Division d’infanterie;Divisione di fanteria;División infant.;Infanteriedivision;Dywizja piechoty;;Ïåõîòíàÿ äèâèçèÿ;;;x
SDESC_CAVALRY;Cavalry Division;Division de cavalerie;Divisione di cavalleria;División caball.;Kavalleriedivision;Dywizja kawalerii;;Êàâàëåðèéñêàÿ äèâèçèÿ;;;x
SDESC_MOTORIZED;Motorized Infantry Division;Division d’infanterie motorisée;Divisione di fanteria motorizzata;División infant. motorizada;Motorisierte Infanteriedivision;Zmotoryzowana dywizja piechoty;;Ìîòîðèçîâàííàÿ äèâèçèÿ;;;x
SDESC_MECHANIZED;Mechanized Infantry Division;Division d’infanterie mécanisée;Divisione di fanteria meccanizzata;División infant. mecanizada;Mechanisierte Infanteriedivision;Zmechanizowana dywizja piechoty;;Ìåõàíèçèðîâàííàÿ äèâèçèÿ;;;x
SDESC_LIGHT_ARMOR;Light Armored Division;Division blindée légère;Divisione corazzata leggera;División blindada ligera;Leichte Panzerdivision;Lekka dywizja pancerna;;Ëåãêîòàíêîâàÿ äèâèçèÿ;;;x
SDESC_ARMOR;Armored Division;Division blindée;Divisione corazzata;División blindada;Panzerdivision;Dywizja pancerna;;Òàíêîâàÿ äèâèçèÿ;;;x
SDESC_PARATROOPER;Paratroop Division;Division parachutiste;Divisione paracadutisti;División paracaidista;Fallschirmjägerdivision;Dywizja spadochroniarzy;;Äèâèçèÿ ÂÄÂ;;;x
SDESC_MARINE;Marine Division;Division d'assaut amphibie;Divisione marine;Div. inf. marina;Marineinfanteriedivision;Dywizja piechoty morskiej;;Äèâèçèÿ ìîðñêîé ïåõîòû;;;x
SDESC_BERGSJAEGER;Mountain Division;Division alpine;Divisione alpini;Div. inf. montaña;Gebirgsjägerdivision;Dywizja strzelców górskich;;Ãîðíîñòðåëêîâàÿ äèâèçèÿ;;;x
SDESC_GARRISON;Garrison Division;Garnison;Divisione presidio;División de guarnición;Garnisonsdivision;Dywizja garnizonowa;;Ãàðíèçîííàÿ äèâèçèÿ;;;x
SDESC_HQ;HQ Division;QG;Divisione QG;División de EM;Hauptquartier;Dywizja dowodzenia;;Øòàá;;;x
SDESC_CAS;CAS Division;Division BEP;Divisione CAS;División AAP;Stuka-Geschwader;Dywizja CAS;;Àâèàøòóðìîâàÿ äèâèçèÿ;;;x
SDESC_INTERCEPTOR;Interceptor Wing;Escadrille intercepteurs;Squadrone Intercettori;Escuadr. de interceptores;Abfangjägergeschwader;Eskadra myœliwców przechwytuj¹cych;;Êðûëî ïåðåõâàò÷èêîâ;;;x
SDESC_MULTI_ROLE;Fighter Wing;Escadrille de chasseurs;Squadrone Caccia;Escuadr. de cazas;Mehrzweckjägergeschwader;Eskadra myœliwców;;Êðûëî èñòðåáèòåëåé;;;x
SDESC_ESCORT;Escort Fighter Wing;Escadrille de chasseurs d’escorte;Squadrone Caccia di scorta;Escuadr. de cazas de escolta;Begleitjägergeschwader;Eskadra myœliwców eskortuj¹cych;;Êðûëî èñòðåáèòåëåé ñîïðîâîæäåíèÿ;;;x
SDESC_STRATEGIC_BOMBER;Strategic Bombing Wing;Escadrille de bomb. stratégique;Squadrone di bombardieri strategici;Escuadr. bombard. estrat.;Strategisches Bombergeschwader;Eskadra bombowców strategicznych;;Êðûëî ñòðàòåãè÷åñêèõ áîìáàðäèðîâùèêîâ;;;x
SDESC_TACTICAL_BOMBER;Tactical Bombing Wing;Escadrille de bomb. tactique;Squadrone di bombardieri tattici;Escuadr. bombard. táct.;Taktisches Bombergeschwader;Eskadra bombowców taktycznych;;Êðûëî òàêòè÷åñêèõ áîìáàðäèðîâùèêîâ;;;x
SDESC_TRANSPORT_PLANE;Transport Wing;Escadrille de transport;Squadrone di trasporto;Escuadr. av. transp.;Transportgeschwader;Eskadra samolotów transportowych;;Òðàíñïîðòíîå êðûëî;;;x
SDESC_NAVAL_BOMBER;Naval Bomber Wing;Escadrille de bombardiers navals;Squadrone di bombardieri navali;Escuadr. bomb. navales;Marinebombergeschwader;Eskadra bombowców okrêtowych;;Êðûëî ìîðñêèõ áîìáàðäèðîâùèêîâ;;;x
SDESC_BATTLESHIP;Battleship;Cuirassés;Corazzata;Acorazado;Schlachtschiff;Pancernik;;Ëèíêîð;;;x
